id	title	description	category	inventoryHeight	inventoryWidth	image	customProperties
card_forge_tender_sutra_s_grace	Sutra's Grace	Your forge work carries spiritual resonance. When you use this card alongside a Forge Mending or healing card this turn, the healed ally also gains Fortify for 2 turns — your work realigns their Echomind as well as their hardware. If the ally is suffering from early Echomind misalignment, this card advances their realignment by one stage (GM pacing).	power				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:forge_tender"",""tier"":""1"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Fortify"",""unlockLevel"":""5"",""startingHand"":""""}"
card_forge_tender_suture_protocol	Suture Protocol	Emergency forge work performed in moments — the kind that should take an hour compressed into a breath. An ally within reach recovers HP equal to 6 + RESONANCE. Remove one debuff currently affecting them. This card may be played as part of the same turn as another Forge card without conflict.	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:forge_tender"",""tier"":""1"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""1"",""startingHand"":""""}"
card_forge_tender_sutensai_protocol	Sutensai Protocol	Forge Mending performed as a Sutensai rite — technical practice and spiritual care unified. One ally within reach recovers 12 + RESONANCE + SIGNAL HP. They also recover one expended once-per-combat card (GM ruling — a card with a once-per-combat limit). Both you and the healed ally gain Guard 4 against the next hit you each take.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:forge_tender"",""tier"":""2"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard 4"",""unlockLevel"":""6"",""startingHand"":""""}"
card_forge_tender_the_body_endures	The Body Endures	You are the bridge between flesh and survival. Choose one ally who has fallen to 0 HP this combat or who is currently at or below 25% HP. They immediately recover to 50% of their maximum HP. All debuffs are Cleansed from them. They gain Shield equal to your SIGNAL × 3 and Regen 4 for 3 turns. Once per combat.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:forge_tender"",""tier"":""3"",""cardType"":""Signature"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Cleanse|Shield|Regen 4"",""unlockLevel"":""19"",""startingHand"":""""}"
card_forge_tender_the_body_is_the_temple	The Body is the Temple	You have become, in the fullest expression of the Iron Sutra's most profound claim, the bridge between flesh and the divine. Your forge work is not merely technical — it is, in a specific and inarguable sense, sacred. All allies in the encounter immediately recover to full HP. All conditions and debuffs are Cleansed from all allies. All allies gain Regen 4 for 3 turns and Shield equal to your RESONANCE × 4. Once per combat — this is everything you have trained to be, given freely.	capstone				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:forge_tender"",""tier"":""3"",""cardType"":""Signature — Capstone"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Cleanse|Regen 4|Shield"",""unlockLevel"":""20"",""startingHand"":""""}"
card_forge_tender_the_keeper_s_knowledge	The Keeper's Knowledge	Your accumulated knowledge of the people you serve has become its own form of power and obligation. For each ally you have used Forge Mending on this combat: you know their precise HP at all times, you sense immediately if they fall unconscious, and healing cards used by any character on them recover + RESONANCE additional HP — your resonance record improves every healer's work.	passive				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:forge_tender"",""tier"":""2"",""cardType"":""Passive"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""8"",""startingHand"":""""}"
card_forge_tender_the_living_forge	The Living Forge	Your presence stabilizes enhancement networks in proximity. All allies within 30 feet who have received Forge Mending from you gain advantage on death-equivalent saves (GM ruling). Enhancement disruption effects on allies within 30 feet last 1 turn less than normal. When you use Forge Mending, the resonance radiates — all allies within 5 feet of the target recover RESONANCE HP as secondary healing.	passive				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:forge_tender"",""tier"":""2"",""cardType"":""Passive"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""11"",""startingHand"":""""}"
card_forge_tender_the_work_that_saves	The Work That Saves	You perform procedures that the Wire Market would declare impossible and the Sutensai would declare profane, and people are alive because you did. Deal 16 + SIGNAL signal damage to one enemy (the technical precision of someone who knows exactly how enhancement systems break). Simultaneously, heal the two lowest-HP allies in the encounter for 14 + RESONANCE HP each. Once per combat.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:forge_tender"",""tier"":""3"",""cardType"":""Signature"",""baseDamage"":""16"",""damageStat"":""SIGNAL"",""keywords"":"""",""unlockLevel"":""15"",""startingHand"":""""}"
card_forge_tender_void_mending	Void Mending	You repair enhancement damage caused by dissolution, void-edge weapons, or Iron Afterlife contact — the specific harm that standard medical kits cannot address. One ally recovers 12 + RESONANCE HP. Remove one instance of Overheat or Silence from them. If the ally has been exposed to Shell-state resonance or Iron Afterlife energy, this card also removes that contamination (GM ruling).	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:forge_tender"",""tier"":""2"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Overheat|Silence"",""unlockLevel"":""13"",""startingHand"":""""}"
card_wireweave_adaptive_intercept	Adaptive Intercept	Triggered when a target within 60 feet uses a Signal or Resonance card. Redirect that card's effect to a target of your choice within range, or suppress it entirely. Suppressed card is wasted.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:wireweave"",""tier"":""2"",""cardType"":""Control"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Silence"",""unlockLevel"":""11"",""startingHand"":""""}"
card_wireweave_blind_sensor	Blind Sensor	Disable one Wire-connected sensor or automated system within 60 feet for the scene. While disabled, it cannot transmit data, trigger alarms, or take actions. Out of combat, this lasts 1 hour.	subclass				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:wireweave"",""tier"":""1"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""3"",""startingHand"":""""}"
card_wireweave_cascade_architect	Cascade Architect	Trigger a Wire cascade through all Signal-connected targets within 120 feet. Each takes 10 + SIGNAL damage and gains Silence for 1 round. Automated systems crash for the scene.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:wireweave"",""tier"":""3"",""cardType"":""Control"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Silence|Pierce 4"",""unlockLevel"":""15"",""startingHand"":""""}"
card_wireweave_cascade_flicker	Cascade Flicker	Target one enhanced creature within 60 feet. Apply Stagger. Their Signal and Resonance cards cost 1 additional AP this turn.	subclass				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:wireweave"",""tier"":""1"",""cardType"":""Control"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Stagger"",""unlockLevel"":""4"",""startingHand"":""""}"
card_wireweave_cascade_shutdown	Cascade Shutdown	All enhanced creatures within 30 feet of a point you can see within 60 feet make a SIGNAL contest (oppose with your SIGNAL). Failures: 18 + SIGNAL damage and Silence for 2 rounds. Successes: Stagger only.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:wireweave"",""tier"":""3"",""cardType"":""Control"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Silence|Stagger"",""unlockLevel"":""10"",""startingHand"":""""}"
card_wireweave_deep_immersion	Deep Immersion	Project your consciousness fully into the Wire network. Your physical body gains Guard 12. Your Wire-presence can move to any connected node within 300 feet and originate card effects from that location. Lasts until you end it as a free action or take damage exceeding your Guard.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:wireweave"",""tier"":""3"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard 12"",""unlockLevel"":""16"",""startingHand"":""""}"
card_wireweave_deep_read	Deep Read	Perform a comprehensive data extraction from any Wire system within 60 feet. You learn all stored information in the system. Encrypted data is also accessible. Out of combat, this provides the GM with a signal to deliver scene-relevant intelligence.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:wireweave"",""tier"":""2"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""6"",""startingHand"":""""}"
card_wireweave_echomind_intercept	Echomind Intercept	Target one enhanced creature within 60 feet. Their Echomind connection is disrupted. They cannot use Resonance cards this round and take 12 + SIGNAL damage. Apply Expose 3 to all Resonance damage they receive until end of their next turn.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:wireweave"",""tier"":""2"",""cardType"":""Control"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Expose 3|Silence"",""unlockLevel"":""17"",""startingHand"":""""}"
card_wireweave_enhancement_disrupt	Enhancement Disrupt	Target one enhanced creature within 60 feet. Deal 10 + SIGNAL damage. Apply Stagger. The target's highest-cost card costs +1 AP next turn.	subclass				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:wireweave"",""tier"":""2"",""cardType"":""Control"",""baseDamage"":""10"",""damageStat"":""SIGNAL"",""keywords"":""Stagger"",""unlockLevel"":""4"",""startingHand"":""""}"
card_wireweave_ghost_step	Ghost Step	Move up to 30 feet without triggering reactions. You leave no Wire trace — sensor systems do not register this movement.	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:wireweave"",""tier"":""1"",""cardType"":""Mobility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""1"",""startingHand"":""true""}"
card_wireweave_ghost_sovereign	Ghost Sovereign	Become completely invisible to all Wire systems, sensors, and enhancement-detection for the scene. While active, enemy Signal and Control cards cannot target you unless the attacker has direct physical line of sight. Apply Veil to yourself each round.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:wireweave"",""tier"":""3"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Veil"",""unlockLevel"":""18"",""startingHand"":""""}"
card_wireweave_ghost_tag	Ghost Tag	Apply an invisible Wire tag to one creature within 60 feet. While tagged, you know their exact position within 300 feet. Tagged enemies cannot become hidden from you. Lasts until the end of the scene or until dispelled.	level_up				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:wireweave"",""tier"":""1"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Mark"",""unlockLevel"":""2"",""startingHand"":""""}"
card_wireweave_identity_theft	Identity Theft	Copy one target creature's complete Wire identity signature. For the scene, you register as that creature to all Wire systems, sensors, and enhancement scanners. Additionally, once this scene, force one enemy with a Wire system to treat you as an ally for 1 round (they cannot target you with hostile cards during that round).	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:wireweave"",""tier"":""3"",""cardType"":""Control"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""10"",""startingHand"":""""}"
