Name	Size	Type	Subtype	Alignment	Armor Class	Initiative	Hit Points	Hit Dice	Speed	Fly	Strength	Strength Saving Throw	Dexterity	Dexterity Saving Throw	Constitution	Constitution Saving Throw	Intelligence	Intelligence Saving Throw	Wisdom	Wisdom Saving Throw	Charisma	Charisma Saving Throw	Resistances	Immunities	Passive Perception	Darkvision	Languages	Challenge Rating	Description	Image
Gelatinous Cube	Large	Ooze		Unaligned	6	6	63	6d10 + 30	0	0	14	2	3	-4	20	5	1	-5	6	-2	1	-5		Acid, Blinded, Charmed, Deafened, Exhaustion, Frightened, Prone	8	0	None	2	# Traits\n**Ooze Cube**\nThe cube fills its entire space and is trans-\n\n**parent**\nOther creatures can enter that space, but a\ncreature that does so is subjected to the cube’s Engulf\n\n**and has Disadvantage on the saving throw**\nCreatures inside the cube have Total Cover, and the\ncube can hold one Large creature or up to four Medium\n\n**or Small creatures inside itself at a time**\nAs an action, a creature within 5 feet of the cube can\npull a creature or an object out of the cube by suc-\nceeding on a DC 12 Strength (Athletics) check, and the\npuller takes 10 (3d6) Acid damage.\n\n**Transparent**\nEven when the cube is in plain sight, a\ncreature must succeed on a DC 15 Wisdom (Percep-\ntion) check to notice the cube if the creature hasn’t wit-\n\n# Actions\n**Pseudopod**\nMelee Attack Roll: +4, reach 5 ft. Hit: 12\n(3d6 + 2) Acid damage.\n\n**Engulf**\nThe cube moves up to its Speed without\n\n**provoking Opportunity Attacks**\nThe cube can move\nthrough the spaces of Large or smaller creatures if it has\nroom inside itself to contain them (see the Ooze Cube\ntrait). Dexterity Saving Throw: DC 12, each creature\nhose space the cube enters for the first time during\n\n**this move**\nFailure: 10 (3d6) Acid damage, and the target\n\n**is engulfed**\nAn engulfed target is suffocating, can’t cast\nspells with a Verbal component, has the Restrained\ncondition, and takes 10 (3d6) Acid damage at the start\n\n**of each of the cube’s turns**\nWhen the cube moves,\n\n**the engulfed target moves with it**\nAn engulfed target\ncan try to escape by taking an action to make a DC\n12 Strength (Athletics) check. On a successful check,\nthe target escapes and enters the nearest unoccupied\n\n**space**\nSuccess: Half damage, and the target moves to\n\n**an unoccupied space within 5 feet of the cube**\nIf there\nis no unoccupied space, the target fails the save instead.	
Ghast	Medium	Undead		Chaotic Evil	13	3	36	8d8	30	0	16	3	17	3	10	0	11	0	10	2	8	-1	Necrotic	Poison, Charmed, Exhaustion, Poisoned	10	60	Common	2	# Traits\n**Stench**\nConstitution Saving Throw: DC 10, any creature\nthat starts its turn in a 5-foot Emanation originating from\n\n**the ghast**\nFailure: The target has the Poisoned condi-\n\n**tion until the start of its next turn**\nSuccess: The target is\n\n# Actions\n**Bite**\nMelee Attack Roll: +5, reach 5 ft. Hit: 7 (1d8 + 3)\nPiercing damage plus 9 (2d8) Necrotic damage.\n\n**Claw**\nMelee Attack Roll: +5, reach 5 ft. Hit: 10 (2d6\n+ 3) Slashing damage. If the target is a non-Undead\ncreature, it is subjected to the following effect. Consti-\ntution Saving Throw: DC 10. Failure: The target has the	
Ghost	Medium	Undead		Neutral	11	1	45	10d8	5	40	7	-2	13	1	10	0	10	0	12	1	17	3	Acid, Bludgeoning, Cold, Fire, Lightning, Piercing, Slashing, Thunder Frightened, rappled, Paralyzed, Petrified, Poisoned, Prone, RRestrained	Necrotic, Poison, Charmed, Exhaustion	11	60	Common plus one other language	4	# Traits\n**Ethereal Sight**\nThe ghost can see 60 feet into the Ethe-\n\n**Incorporeal Movement**\nThe ghost can move through\nother creatures and obects as if they ere ifficult\n\n**Terrain**\nIt takes 5 (1d10) Force damage if it ends its turn\n\n**inside an object**\nActions\n\n**Multiattack**\nThe ghost makes two Withering\n\n**Withering Touch**\nMelee Attack Roll: +5, reach 5 ft.\nHit: 19 (3d10 + 3) Necrotic damage.\n\n**Etherealness**\nThe ghost casts the Etherealness spell,\nrequiring no spell components and using Charisma as\n\n**the spellcasting ability**\nThe ghost is visible on the Mate-\nrial Plane while on the Border Ethereal and vice versa,\nbut it can’t affect or be affected by anything on the\n\n**Horrific Visage**\nWisdom Saving Throw: DC 13, each\ncreature in a 60-foot Cone that can see the ghost and\n\n**isn’t an Undead**\nFailure: 10 (2d6 + 3) Psychic damage,\nand the target has the Frightened condition until the\n\n**start of the ghost’s next turn**\nSuccess: The target is im-\n\n**mune to this ghosts Horrific isage for 2 hours**\nPossession (Recharge 6). Charisma Saving Throw: DC\n13, one Humanoid the ghost can see within 5 feet. Fail-\nure: The target is possessed by the ghost; the ghost dis-\nappears, and the target has the Incapacitated condition\n\n**and loses control of its body**\nThe ghost now controls\nthe body, but the target retains awareness. The ghost\ncan’t be targeted by any attack, spell, or other effect,\n\n**ecept ones that specifically target ndead**\nThe ghosts\ngame statistics are the same, except it uses the pos-\nsessed target’s Speed, as well as the target’s Strength,\neterity, and onstitution modifiers.\nThe possession lasts until the body drops to 0 Hit\n\n**Points or the ghost leaves as a Bonus Action**\nWhen the\npossession ends, the ghost appears in an unoccupied\nspace within 5 feet of the target, and the target is im-\n\n**mune to this ghost’s Possession for 24 hours**\nSuccess: The target is immune to this ghost’s Posses-	
Ghoul	Medium	Undead		Chaotic Evil	12	2	22	5d8	30	0	13	1	15	2	10	0	7	-2	10	0	6	-2		Poison, Charmed, Exhaustion, Poisoned	10	60	Common	1	# Actions\n**Multiattack**\nThe ghoul makes two Bite attacks.	
Gibbering Mouther	Medium	Aberration		Chaotic Neutral	9	1	52	7d8 + 21	20	0	10	0	8	-1	16	3	3	-4	10	0	6	-2		Prone	10	60	None	2	# Traits\n**Aberrant Ground**\nThe ground in a 10-foot Emanation\n\n**Gibbering**\nThe mouther babbles incoherently while\n\n**it doesn’t have the Incapacitated condition**\nWisdom\nSaving Throw: DC 10, any creature that starts its turn\n\n**within 20 feet of the mouther while it is babbling**\nFailure: The target rolls 1d8 to determine what it does\nduring the current turn:\n1–4. The target does nothing.\n5–6. The target takes no action or Bonus Action and\n\n**uses all its movement to move in a random direction**\n7–8. The target makes a melee attack against a ran-\ndomly determined creature within its reach or does\n\n# Actions\n**Bite**\nMelee Attack Roll: +2, reach 5 ft. Hit: 7 (2d6)\n\n**Piercing damage**\nIf the target is a Medium or smaller\ncreature, it has the Prone condition. The target dies if\n\n**it is reduced to 0 Hit Points by this attack**\nIts body is\nthen absorbed into the mouther, leaving only equip-\n\n**ment behind**\nBlinding Spittle (Recharge 5–6). Dexterity Saving\nThrow: DC 10, each creature in a 10-foot-radius Sphere\n\n**centered on a point within 30 feet**\nFailure: 7 (2d6) Ra-\ndiant damage, and the target has the Blinded condition\n\n**until the end of the mouther’s next turn**\nGlabrezu	
Glabrezu	Large	Fiend	Demon	Chaotic Evil	17	6	189	18d10 + 90	40	0	20	9	15	2	21	9	19	4	17	7	16	7	Cold, Fire, Lightning	Poison, Poisoned	17	0	Abyssal	9	# Traits\n**Demonic Restoration**\nIf the glabrezu dies outside the\nAbyss, its body dissolves into ichor, and it gains a new\nbody instantly, reviving with all its Hit Points some-\n\n**Magic Resistance**\nThe glabrezu has Advantage on sav-\n\n# Actions\n**Multiattack**\nThe glabrezu makes two Pincer attacks\n\n**Pincer**\nMelee Attack Roll: +9, reach 10 ft. Hit: 16 (2d10\n+ 5) Slashing damage. If the target is a Medium or\nsmaller creature, it has the Grappled condition (escape\nDC 15) from one of two pincers.\n\n**Pummel**\nDexterity Saving Throw: DC 17, one creature\n\n**Grappled by the glabrezu**\nFailure: 15 (3d6 + 5) Blud-\n\n**geoning damage**\nSuccess: Half damage.\n\n**Spellcasting**\nThe glabrezu casts one of the following\nspells, requiring no Material components and using In-\ntelligence as the spellcasting ability (spell save DC 16):\nAt Will: Darkness , Detect Magic , Dispel Magic\n1/Day Each: Confusion , Fly , Power Word Stun	
Gladiator	Medium, Small	Humanoid		Neutral	16	5	112	15d8 + 45	30	0	18	7	15	5	16	6	10	0	12	4	15	2			11	0	Common	5	# Actions\n**Multiattack**\nThe gladiator makes three Spear attacks. It\n\n**Spear**\nMelee or Ranged Attack Roll: +7, reach 5 ft. or\nrange 20/60 ft. Hit: 11 (2d6 + 4) Piercing damage.\n\n**Shield Bash**\nStrength Saving Throw: DC 15, one crea-\n\n**ture within 5 feet that the gladiator can see**\nFailure: 9\n(2d4 + 4) Bludgeoning damage. If the target is a Me-\ndium or smaller creature, it has the Prone condition.\n\n# Reactions\n**Parry**\nTrigger: The gladiator is hit by a melee attack\n\n**roll while holding a weapon**\nResponse: The gladiator\nadds 3 to its AC against that attack, possibly causing	
Gnoll Warrior	Medium	Fiend		Chaotic Evil	15	1	27	6d8	30	0	14	2	12	1	11	0	6	-2	10	0	7	-2			10	60	Gnoll	1/2	# Actions\n**Rend**\nMelee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6 + 2)\n\n**Bone Bow**\nRanged Attack Roll: +3, range 150/600 ft.\nHit: 6 (1d10 + 1) Piercing damage.\n\n# Bonus Actions\nRampage (1/Day). Immediately after dealing damage to\na creature that is already Bloodied, the gnoll moves up\nto half its Speed, and it makes one Rend attack. Goblins	
Goblin Boss	Small	Fey	Goblinoid	Chaotic Neutral	17	2	21	6d6	30	0	10	0	15	2	10	0	10	0	8	-1	10	0			9	60	Common, Goblin	1	# Actions\n**Multiattack**\nThe goblin makes two attacks, using Scim-\n\n**Scimitar**\nMelee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6\n+ 2) Slashing damage, plus 2 (1d4) Slashing damage if\n\n**Shortbow**\nRanged Attack Roll: +4, range 80/320 ft.\nHit: 5 (1d6 + 2) Piercing damage, plus 2 (1d4) Piercing\n\n# Bonus Actions\n**Nimble Escape**\nThe goblin takes the Disengage or\n\n# Reactions\n**Redirect Attack**\nTrigger: A creature the goblin can see\n\n**makes an attack roll against it**\nResponse: The goblin\n\n**chooses a Small or Medium ally within 5 feet of itself**\nThe goblin and that ally swap places, and the ally be-	
Goblin Minion	Small	Fey	Goblinoid	Chaotic Neutral	12	2	7	2d6	30	0	8	-1	15	2	10	0	10	0	8	-1	8	-1			9	60	Common, Goblin	1/8	# Actions\n**Dagger**\nMelee or Ranged Attack Roll: +4, reach 5 ft. or\nrange 20/60 ft. Hit: 4 (1d4 + 2) Piercing damage.\n\n# Bonus Actions\n**Nimble Escape**\nThe goblin takes the Disengage or	
Goblin Warrior	Small	Fey	Goblinoid	Chaotic Neutral	15	2	10	3d6	30	0	8	-1	15	2	10	0	10	0	8	-1	8	-1			9	60	Common, Goblin	1/4	# Actions\n**Scimitar**\nMelee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6\n+ 2) Slashing damage, plus 2 (1d4) Slashing damage if\n\n**Shortbow**\nRanged Attack Roll: +4, range 80/320 ft.\nHit: 5 (1d6 + 2) Piercing damage, plus 2 (1d4) Piercing\n\n# Bonus Actions\n**Nimble Escape**\nThe goblin takes the Disengage or	
Gold Dragon Wyrmling	Medium	Dragon	Metallic	Lawful Good	17	4	60	8d8 + 24	30	60	19	4	14	4	17	3	14	2	11	2	16	3		Fire	14	60	Draconic	3	# Actions\n**Multiattack**\nThe dragon makes two Rend attacks.\n\n**Rend**\nMelee Attack Roll: +6, reach 5 ft. Hit: 9 (1d10\n+ 4) Slashing damage.\nFire Breath (Recharge 5–6) . Dexterity Saving Throw:\nDC 13, each creature in a 15-foot Cone. Failure: 22\n(4d10) Fire damage. Success: Half damage.\n\n**Weakening Breath**\nStrength Saving Throw: DC 13,\neach creature that isn’t currently affected by this breath\n\n**in a 15-foot Cone**\nFailure: The target has Disadvantage\non Strength-based D20 Tests and subtracts 2 (1d4) from\n\n**its damage rolls**\nIt repeats the save at the end of each\nof its turns, ending the effect on itself on a success. Af-\nter 1 minute, it succeeds automatically.	
Gorgon	Large	Construct		Unaligned	19	0	114	12d10 + 48	40	0	20	5	11	0	18	4	2	-4	12	1	7	-2		Exhaustion, Petrified	17	60	None	5	# Bonus Actions\n**Trample**\nDexterity Saving Throw: DC 16, one creature\n\n**within 5 feet that has the Prone condition**\nFailure: 16\n(2d10 + 5) Bludgeoning damage. Success: Half damage.	
Gray Ooze	Medium	Ooze		Unaligned	9	2	22	3d8 + 9	10	0	12	1	6	-2	16	3	1	-5	6	-2	2	-4	Acid, Cold, Fire FFrightened, Grappled, Prone, RRestrained	Blinded, Charmed, Deafened, ExExhaustion	8	0	None	1/2	# Traits\n**Amorphous**\nThe ooze can move through a space\nas narrow as 1 inch without expending extra move-\n\n**Corrosive Form**\nNonmagical ammunition is destroyed\nimmediately after hitting the ooze and dealing any\n\n**damage**\nAny nonmagical weapon takes a cumulative\n1 penalty to attack rolls immediately after dealing\n\n**The eapon is destroyed if the penalty reaches 5**\nThe\npenalty can be removed by casting the Mending spell\n\n**on the weapon**\nThe ooze can eat through 2-inch-thick, nonmagical\n\n# Actions\n**Pseudopod**\nMelee Attack Roll: +3, reach 5 ft. Hit: 10\n(2d8 + 1) Acid damage. Nonmagical armor worn by the\n\n**target takes a 1 penalty to the it offers**\nThe armor\n\n**is destroyed if the penalty reduces its AC to 10**\nThe\npenalty can be removed by casting the Mending spell	
Green Dragon Wyrmling	Medium	Dragon	Chormatic	Lawful Evil	17	3	38	7d8 + 7	30	60	15	2	12	3	13	1	14	2	11	2	13	1		Poison, Poisoned	14	60	Draconic	2	# Traits\n**Amphibious**\nThe dragon can breathe air and water.\n\n# Actions\n**Multiattack**\nThe dragon makes two Rend attacks.\n\n**Rend**\nMelee Attack Roll: +4, reach 5 ft. Hit: 7 (1d10\n+ 2) Slashing damage plus 3 (1d6) Poison damage.\nPoison Breath (Recharge 5–6). Constitution Saving\nThrow: DC 11, each creature in a 15-foot Cone. Failure:\n21 (6d6) Poison damage. Success: Half damage.	
Green Hag	Medium	Fey		Neutral Evil	17	1	82	11d8 + 33	30	0	18	4	12	1	16	3	13	1	14	2	14	2			14	60	Common, Elvish, Sylvan	3	# Traits\n**Amphibious**\nThe hag can breathe air and water.\n\n**Coven Magic**\nWhile within 30 feet of at least two hag\nallies, the hag can cast one of the following spells,\nrequiring no Material components, using the spell’s\nnormal casting time, and using Intelligence as the spell-\ncasting ability (spell save DC 11): Augury , Find Familiar ,\nIdentify , Locate Object , Scrying , or Unseen Servant .\nThe hag must finish a Long est before using this trait to\n\n**Mimicry**\nThe hag can mimic animal sounds and hu-\n\n**manoid voices**\nA creature that hears the sounds can\ntell they are imitations only with a successful DC 14\nWisdom (Insight) check.\n\n# Actions\n**Multiattack**\nThe hag makes two Claw attacks.\n\n**Claw**\nMelee Attack Roll: +6, reach 5 ft. Hit: 8 (1d8 + 4)\nSlashing damage plus 3 (1d6) Poison damage.\n\n**Spellcasting**\nThe hag casts one of the following spells,\nrequiring no Material components and using Wisdom	
Grick	Medium	Aberration		Unaligned	14	2	54	12d8	30	0	14	2	14	2	11	0	3	-4	14	2	5	-3			12	60	None	2	# Actions\n**Multiattack**\nThe grick makes one Beak attack and one\n\n**Beak**\nMelee Attack Roll: +4, reach 5 ft. Hit: 9 (2d6 + 2)\n\n**Tentacles**\nMelee Attack Roll: +4, reach 5 ft. Hit: 7\n(1d10 + 2) Slashing damage. If the target is a Medium or\nsmaller creature, it has the Grappled condition (escape\nDC 12) from all four tentacles.	
Griffon	Large	Monstrosity		Unaligned	12	2	59	7d10 + 21	30	80	18	4	15	2	16	3	2	-4	13	1	8	-1			15	60	None	2	# Actions\n**Multiattack**\nThe griffon makes two Rend attacks.\n\n**Rend**\nMelee Attack Roll: +6, reach 5 ft. Hit: 8 (1d8 + 4)\n\n**Piercing damage**\nIf the target is a Medium or smaller\ncreature, it has the Grappled condition (escape DC 14)\n\n**from both of the griffon’s front claws**\nGrimlock	
Grimlock	Medium	Aberration		Neutral Evil	11	1	11	2d8 + 2	30	0	16	3	12	1	12	1	9	-1	8	-1	6	-2			13	0	None	1/4	# Actions\n**Bone Cudgel**\nMelee Attack Roll: +5, reach 5 ft. Hit:\n6 (1d6 + 3) Bludgeoning damage plus 2 (1d4) Psy-	
Guard	Medium, Small	Humanoid		Neutral	16	1	11	2d8 + 2	30	0	13	1	12	1	12	1	10	0	11	0	10	0			12	0	Common	1/8	# Actions\n**Spear**\nMelee or Ranged Attack Roll: +3, reach 5 ft. or\nrange 20/60 ft. Hit: 4 (1d6 + 1) Piercing damage.	
Guard Captain	Medium, Small	Humanoid		Neutral	18	4	75	10d8 + 30	30	0	18	4	14	2	16	3	12	1	14	2	13	1			14	0	Common	4	# Actions\n**Multiattack**\nThe guard makes two attacks, using Javelin\n\n**Javelin**\nMelee or Ranged Attack Roll: +6, reach 5 ft. or\nrange 30/120 ft. Hit: 14 (3d6 + 4) Piercing damage.\n\n**Longsword**\nMelee Attack Roll: +6, reach 5 ft. Hit: 15\n(2d10 + 4) Slashing damage. Half-Dragon	
Guardian Naga	Large	Celestial		Lawful Good	18	4	136	16d10 + 48	40	0	19	4	18	8	16	7	16	7	19	8	18	8		Poison, Charmed, Paralyzed, Poisoned, Restrained	14	60	Celestial, Common	10	# Traits\n**Celestial Restoration**\nIf the naga dies, it returns to life\nin 1d6 days and regains all its Hit Points unless Dispel\n\n# Actions\n**Multiattack**\nThe naga makes two Bite attacks. It can\n\n**Bite**\nMelee Attack Roll: +8, reach 10 ft. Hit: 17 (2d12\n+ 4) Piercing damage plus 22 (4d10) Poison damage.\n\n**Poisonous Spittle**\nConstitution Saving Throw: DC 16,\n\n**one creature the naga can see within 60 feet**\nFailure:\n31 (7d8) Poison damage, and the target has the Blinded\n\n**condition until the start of the naga’s next turn**\nSuccess:	
Half-Dragon	Medium	Dragon		Neutral	18	5	105	14d8 + 42	40	0	19	4	14	5	16	3	10	0	15	5	14	2	Damage type chosen for the Draconic Origin trait		15	60	Common, Draconic	5	# Traits\n**Draconic Origin**\nThe half-dragon is related to a type\nof dragon associated with one of the following damage\ntypes (GM’s choice): Acid, Cold, Fire, Lightning, or Poi-\n\n**son**\nThis choice affects other aspects of the stat block.\n\n# Actions\n**Multiattack**\nThe half-dragon makes two Claw attacks.\n\n**Claw**\nMelee Attack Roll: +7, reach 10 ft. Hit: 6 (1d4\n+ 4) Slashing damage plus 7 (2d6) damage of the type\n\n**chosen for the Draconic Origin trait**\nDragon’s Breath (Recharge 5–6). Dexterity Saving\nThrow: DC 14, each creature in a 30-foot Cone. Failure:\n28 (8d6) damage of the type chosen for the Draconic\n\n**Origin trait**\nSuccess: Half damage.\n\n# Bonus Actions\n**Leap**\nThe half-dragon jumps up to 30 feet by spending	
Harpy	Medium	Monstrosity		Chaotic Evil	11	1	38	7d8 + 7	20	40	12	1	13	1	12	1	7	-2	10	0	13	1			10	0	Common	1	# Actions\n**Claw**\nMelee Attack Roll: +3, reach 5 ft. Hit: 6 (2d4 + 1)\n\n**Luring Song**\nThe harpy sings a magical melody, which\n\n**lasts until the harpy’s Concentration ends on it**\nWisdom\nSaving Throw: DC 11, each Humanoid and Giant in a\n300-foot Emanation originating from the harpy when\n\n**the song starts**\nFailure: The target has the Charmed\ncondition until the song ends and repeats the save at\n\n**the end of each of its turns**\nWhile Charmed, the target\nhas the Incapacitated condition and ignores the Luring\n\n**Song of other harpies**\nIf the target is more than 5 feet\nfrom the harpy, the target moves on its turn toward the\nharpy by the most direct route, trying to get within 5\n\n**feet of the harpy**\nIt doesn’t avoid Opportunity Attacks;\nhowever, before moving into damaging terrain (such\nas lava or a pit) and whenever it takes damage from a\nsource other than the harpy, the target repeats the save.\nSuccess: The target is immune to this harpy’s Luring	
